new_id,prob
980,0.00144
982,0.80004
983,0.90238
986,0.99909
989,0.52041
992,0.16606
995,0.81763
996,0.2404
997,0.7667
998,0.98864
999,0.01808
1001,0.00748
1005,0.97391
1007,9e-05
1008,0.29942
1009,0.9905
1011,0.01838
1013,0.90737
1014,0.45337
1016,0.96732
1017,0.86889
1018,0.92706
1021,0.9943
1023,0.90455
1024,0.92458
1026,0.26755
1027,0.0126
1028,0.03615
1034,0.04556
1035,0.01162
1039,0.01848
1042,0.48782
1045,0.86707
1046,0.06206
1050,0.1218
1052,0.05874
1053,0.58008
1056,0.0261
1057,0.3559
1058,0.25779
1061,0.13666
1062,0.47786
1063,0.69001
1064,0.98658
1065,0.02079
1066,0.70683
1069,0.00335
1070,0.21768
1071,0.45283
1072,0.06733
1073,0.01926
1074,0.5843
1075,0.03806
1084,0.86657
1088,0.98768
1089,0.98795
1090,0.0007
1097,0.00139
1098,0.00019
1099,0.00338
1100,0.97181
1101,0.16923
1102,0.85934
1103,0.31461
1104,0.98886
1106,0.9675
1109,0.05034
1110,0.89036
1111,0.15243
1113,0.00558
1116,0.01419
1122,0.92552
1125,0.84099
1127,0.99925
1128,0.76897
1129,0.58505
1134,0.97251
1136,0.62235
1137,0.04603
1138,0.04079
1139,0.8872
1140,0.9794
1141,0.81951
1146,0.94912
1147,0.05874
1148,0.02722
1149,0.02151
1152,0.02082
1153,0.0118
1154,0.99783
1155,0.33004
1156,0.1385
1158,0.99437
1160,0.49385
1161,0.99724
1162,0.91476
1163,0.10653
1165,0.00415
1169,0.97064
1172,0.95652
1173,0.82782
1175,0.8224
1178,0.00812
1180,0.71911
1182,0.80758
1186,0.99793
1188,0.99416
1190,0.84966
1193,0.79965
1194,0.9944
1195,0.56738
1196,0.59599
1198,0.00936
1200,0.02956
1201,0.18569
1203,0.99643
1206,0.99926
1207,0.33389
1208,0.82949
1211,0.00018
1213,0.90886
1215,0.56417
1216,0.93713
1217,0.00225
1218,0.32243
1220,0.92998
1222,0.66942
1223,0.53816
1224,0.84764
1227,0.00407
1231,0.95198
1233,0.90764
1234,0.81102
1236,0.07545
1237,0.45717
1238,0.034
1240,0.94334
1247,0.9955
1250,0.73984
1251,0.06608
1252,0.13601
1255,0.00626
1256,0.00848
1259,0.82423
1260,0.97911
1261,0.00919
1262,0.92166
1264,0.06236
1265,0.76779
1266,0.02617
1271,0.50269
1273,2e-05
1275,0.55832
1276,0.99878
1277,0.01536
1279,0.91115
1280,0.00112
1282,0.52217
1284,0.99265
1285,0.98845
1286,0.99638
1289,0.92953
1292,0.11528
1295,0.97745
1299,0.98832
1301,0.97553
1302,0.00916
1303,0.01052
1305,0.01062
1307,0.74466
1308,0.9266
1309,0.1232
1312,6e-05
1314,0.00377
1317,0.06355
1318,0.34474
1319,0.03402
1321,0.98183
1322,0.03968
1324,0.02963
1326,0.04288
1327,0.76499
1332,0.91621
1333,0.94822
1337,0.99503
1340,0.42515
1342,0.12055
1343,0.78357
1344,0.00666
1345,0.93735
1348,0.99013
1349,0.0571
1351,0.0405
1353,0.00439
1357,0.92577
1362,0.85563
1363,0.91127
1365,0.00077
1369,0.0019
1370,0.00772
1372,0.59955
1374,0.34351
1375,0.54717
1378,0.77062
1382,0.95455
1384,0.7184
1386,0.9396
1387,0.16203
1388,0.01149
1389,0.03129
1390,0.14942
1391,0.98064
1393,0.40706
1394,0.74069
1395,0.99366
1397,0.16622
1398,0.75488
1399,0.68726
1401,0.03204
1403,0.36857
1404,0.97611
1405,0.78433
1406,0.27634
1408,0.99994
1410,0.18228
1418,0.02024
1420,0.99657
1422,0.00056
1425,0.61867
1427,0.00902
1428,0.00232
1431,0.02239
1433,0.01599
1435,0.49034
1436,0.85539
1437,0.96393
1439,0.91862
1440,0.79134
1441,0.79329
1442,0.78806
1445,0.66943
1454,0.95198
1455,0.32929
1456,0.00034
1457,0.88503
1458,0.79807
1459,0.00484
1460,0.70949
1465,0.03788
1466,0.06548
1467,0.08143
1468,0.97691
1472,0.98782
1473,0.87618
1474,0.98792
1476,0.90653
1477,0.0263
1480,0.89271
1481,0.98341
1484,0.48517
1486,0.00706
1487,0.03187
1491,0.62068
1493,0.99894
1499,0.99156
1503,0.14728
1505,0.97788
1507,0.89602
1514,0.03118
1516,0.90565
1517,0.9935
1518,0.53295
1520,0.94689
1521,0.41458
1522,0.10911
1523,0.8339
1525,0.09477
1528,0.85187
1530,0.06798
1532,0.18847
1533,0.98932
1534,0.74632
1536,0.99027
1538,0.0113
1541,0.19827
1542,0.13072
1543,0.99547
1546,0.06719
1548,0.95962
1550,0.87233
1552,0.01612
1553,0.91794
1554,0.94307
1556,0.99638
1560,0.72023
1561,0.06709
1562,0.25504
1565,0.97727
1566,0.84172
1568,0.00687
1569,0.98545
1573,0.01339
1576,0.04126
1582,0.99726
1583,0.98477
1585,0.99367
1591,0.85971
1593,0.93795
1595,0.77463
1596,0.99935
1597,0.99795
1602,0.00066
1603,0.00854
1604,0.80354
1607,0.96183
1609,0.04939
1611,0.63927
1619,0.96313
1623,0.9746
1626,0.61754
1627,0.02802
1629,0.24509
1632,0.00626
1638,0.9709
1640,0.88612
1641,0.00015
1642,0.15244
1643,0.02759
1644,0.00937
1646,0.06504
1647,0.8975
1649,0.43328
1651,0.9587
1653,0.97801
1654,0.99537
1656,0.13133
1657,0.01852
1660,0.99856
1661,0.17285
1664,0.61593
1665,0.00424
1669,0.75201
1670,0.94402
1671,0.00409
1676,0.01708
1677,0.97515
1679,0.93378
1681,0.00082
1683,0.00216
1685,0.0007
1686,0.99423
1687,0.0757
1688,0.00412
1689,0.04177
1692,0.54745
1693,0.97623
1695,0.07988
1697,0.11003
1700,0.00712
1701,0.00197
1704,0.87944
1706,0.7193
1708,0.96968
1709,0.30518
1710,0.97827
1711,0.98759
1712,0.37711
1713,0.95921
1714,0.98182
1715,0.0263
1718,0.1264
1719,0.18556
1721,0.00047
1725,0.06456
1727,0.99988
1728,6e-05
1730,0.13153
1733,0.97985
1735,0.00385
1737,0.00285
1742,0.00119
1743,0.0982
1745,0.82147
1748,0.08339
1754,0.92125
1758,0.00559
1760,0.97983
1762,0.02425
1763,0.86832
1765,0.72057
1768,0.81649
1772,0.8613
1773,0.87613
1775,0.57581
1776,0.02107
1778,0.8529
1780,0.97737
1783,0.35978
1784,0.96602
1785,0.09368
1788,0.81216
1789,0.00221
1791,0.99933
1792,0.97043
1794,0.00966
1797,0.7355
1798,0.02888
1802,0.76613
1803,0.00163
1806,0.28108
1807,0.97081
1808,0.05772
1810,0.00047
1813,0.85749
1817,0.33752
1820,0.97159
1824,0.02421
1827,0.0069
1829,0.99941
1830,0.32926
1831,0.00293
1837,0.90623
1838,0.40354
1839,0.98045
1840,0.02008
1841,0.98646
1843,0.95915
1845,0.97668
1846,0.87618
1847,0.62411
1856,0.11091
1858,0.93914
1864,0.00385
1866,0.99945
1867,0.85715
1868,0.22599
1871,0.00508
1872,3e-05
1873,0.98142
1874,0.00179
1875,0.96804
1877,0.09825
1878,0.09059
1880,0.09487
1886,0.98582
1888,0.15617
1891,0.45084
1893,0.98476
1895,0.01684
1901,0.80013
1902,0.26548
1904,0.96121
1906,0.10424
1907,0.00023
1908,0.0125
1909,0.85622
1913,0.99374
1915,0.19594
1916,0.00401
1917,0.00078
1922,0.92378
1923,0.09912
1926,0.95894
1928,0.03601
1929,0.41696
1930,0.15589
1935,0.92209
1941,0.01531
1942,0.0413
1943,0.00548
1944,0.0002
1946,0.00301
1948,0.99281
1950,0.05929
1951,0.99388
1956,0.00016
1957,0.96583
1958,0.3313
1959,0.6886
1961,0.00244
1962,0.17414
1965,0.99224
1968,0.99724
1973,0.01037
1976,0.02089
1978,0.99895
1980,0.88278
1981,0.98024
1982,0.40851
1985,0.99123
1990,0.0265
1991,0.99981
1992,0.12492
1994,0.57148
1999,0.82571
2000,0.98934
2003,0.9498
2008,0.96093
2011,0.01118
2013,0.65329
2014,0.04892
2015,0.64904
2019,0.99553
2020,0.60412
2021,0.08705
2022,0.00364
2023,0.2582
2024,0.15134
2025,0.0073
2026,0.93955
2030,0.00592
2033,0.89478
2037,0.52188
2038,0.00886
2039,0.92595
2040,0.24356
2042,0.00616
2043,0.2487
2044,0.92828
2046,0.03165
2047,0.36242
2050,0.98914
2051,0.03939
2052,0.00627
2054,0.98043
2057,0.22051
2058,0.97017
2059,0.95199
2061,0.00369
2063,0.12124
2066,0.9873
2069,0.00727
2074,0.04273
2075,0.00209
2077,0.99807
2079,0.00505
2080,0.00018
2081,0.16412
2083,0.9496
2084,0.89324
2089,0.32683
2091,0.48474
2093,0.01746
2094,0.28038
2095,0.00185
2096,0.04593
2098,0.05248
2104,0.98017
2106,0.02293
2107,0.01509
2108,0.99987
2109,0.85778
2110,0.9973
2111,0.99001
2114,0.04281
2115,0.1123
2116,0.76559
2118,0.08194
2120,0.96865
2127,0.90227
2129,0.05588
2131,0.32033
2133,0.83717
2136,0.17773
2137,0.84144
2141,0.95981
2142,0.92503
2144,0.12096
2145,0.23355
2146,0.56972
2153,0.55175
2157,0.98813
2160,0.95912
2161,0.9992
2162,0.98261
2169,0.97585
2170,0.05827
2174,0.89116
2176,0.00331
2177,0.91264
2183,0.59063
2184,0.99975
2185,0.07228
2187,0.99865
2189,0.98997
2190,0.47219
2192,0.01144
2193,0.82174
2195,0.08641
2196,0.00467
2197,0.37047
2203,0.11323
2204,0.17988
2210,0.81066
2213,0.9862
2214,0.08339
2215,0.00096
2220,0.3369
2222,0.99995
2223,0.04543
2224,0.05786
2228,0.96926
2230,0.49979
2233,0.91629
2235,0.99755
2236,0.0
2237,0.99204
2239,0.10348
2240,0.57646
2241,0.01795
2243,0.98198
2245,0.99745
2249,0.33051
2251,0.31402
2253,0.00408
2257,0.00325
2258,0.04537
2259,0.90886
2260,0.94377
2264,0.85109
2265,0.04682
2270,0.27926
2271,0.00909
2273,0.29975
2274,0.00066
2275,0.22712
2276,0.02214
2277,0.89099
2278,0.86639
2279,0.99466
2280,0.05321
2289,0.81653
2290,0.9593
2293,0.20924
2294,0.91675
2295,0.17862
2296,0.0729
2300,0.79888
2302,0.87481
2304,0.92767
2305,0.11172
2306,0.82461
2308,0.11579
2311,0.07608
2312,0.4754
2316,0.6325
2317,0.23132
2318,0.00611
2319,0.99371
2320,0.95631
2322,0.53316
2323,0.91639
2327,0.50062
2329,0.00577
2330,0.00014
2331,0.97529
2335,0.01014
2336,0.95314
2339,0.07194
2340,0.1398
2341,0.00346
2342,0.9956
2343,0.89932
2345,0.39179
2350,0.93999
2351,0.49672
2354,0.0035
2356,0.92562
2360,0.07205
2363,0.91816
2364,0.00886
2365,0.00282
2366,0.00187
2367,0.97622
2369,0.01083
2370,0.44278
2371,0.49935
2376,0.00039
2378,0.555
2383,0.13872
2386,0.99901
2387,0.22275
2388,0.86657
2392,0.91218
2393,0.78956
2396,0.96782
2398,0.01884
2406,0.94036
2408,0.16622
2410,0.92329
2413,0.98552
2415,0.98753
2418,0.67615
2421,0.99632
2422,0.22936
2424,0.99385
2426,0.95766
2427,0.02811
2430,0.042
2432,0.25702
2433,0.21496
2434,0.00543
2435,0.50377
2436,0.30784
2437,0.00495
2438,0.00266
2439,0.35457
2440,0.06519
2441,0.10107
2444,0.99001
2446,0.89256
2447,0.83907
2449,0.75208
2451,0.01614
2456,0.05253
2460,1e-05
2462,0.29291
2463,0.81353
2465,0.16959
2468,0.00392
2469,0.71627
2470,0.14443
2471,0.16028
2472,0.21901
2473,0.01257
2476,0.0012
2478,0.98022
2479,0.00844
2480,0.2255
2481,0.65266
2482,0.00271
2483,0.03569
2484,0.32532
2486,0.98462
2487,0.01896
2489,0.99293
2490,0.00053
2494,0.00035
2496,0.96652
2499,0.14404
2500,0.00592
2501,0.95362
2502,0.10962
2504,0.57662
2505,0.46813
2506,0.69415
2508,0.0478
2511,0.03988
2513,0.97017
2514,0.97881
2516,0.99729
2517,0.78118
2518,0.99259
2521,5e-05
2522,0.94742
2525,0.1957
2526,0.96582
2527,0.97499
2528,0.00873
2529,0.99007
2531,0.22441
2535,0.92005
2538,0.01069
2542,0.963
2543,0.92527
2546,0.89165
2548,0.99865
2549,0.00808
2550,0.75651
2552,0.9702
2553,0.00155
2554,0.82125
2555,0.97487
2556,0.98116
2559,0.00632
2560,0.3886
2561,0.99194
2563,0.99458
2565,0.95841
2566,0.97829
2567,0.01899
2568,0.72064
2569,0.00367
2570,0.82204
2573,0.02454
2576,0.99191
2580,0.98457
2582,0.30393
2583,0.98015
2585,0.77217
2586,0.61443
2587,0.04338
2588,0.00115
2590,0.966
2591,0.99219
2594,0.99233
2595,0.00358
2596,0.10998
2598,0.21224
2602,0.99082
2603,0.03445
2604,0.02765
2605,0.46153
2606,0.99934
2607,8e-05
2608,0.00014
2609,0.24814
2610,0.97098
2614,0.04507
2615,0.73752
2618,0.89462
2624,0.3418
2629,0.2518
2631,0.05084
2632,0.87839
2633,0.99798
2635,0.38603
2636,0.89125
2637,0.00127
2638,0.90014
2639,0.58651
2645,0.01077
2647,0.562
2649,0.57362
2650,0.94005
2654,0.99591
2657,0.98946
2659,0.39198
2660,0.10703
2661,0.24073
2662,0.99533
2664,0.02868
2665,0.08133
2668,0.0053
2669,0.95681
2670,0.74269
2674,0.20852
2675,0.00131
2676,0.99932
2678,0.02032
2679,0.2293
2682,0.98623
2684,0.99174
2685,0.12469
2686,0.51671
2690,0.60072
2691,0.91307
2693,0.05847
2694,0.99992
2696,0.85396
2697,0.0256
2698,0.10501
2700,0.04325
2701,0.97348
2704,0.74822
2705,0.63866
2707,0.00168
2712,0.00408
2713,0.9915
2714,0.53344
2715,0.92005
2716,0.00104
2717,0.83538
2718,0.01361
2719,0.00012
2722,0.75186
2724,0.98462
2727,0.99252
2729,0.90249
2731,9e-05
2735,0.99313
2737,0.52845
2738,0.07431
2739,0.97952
2740,0.93507
2741,0.07009
2743,0.81921
2744,0.15188
2747,0.00072
2749,0.97758
2750,0.02881
2751,0.99061
2752,0.0704
2753,0.99033
2756,0.00875
2758,0.00067
2761,0.96151
2762,0.36946
2763,0.25638
2764,0.02211
2765,0.9969
2766,0.93477
2767,0.80556
2769,0.04996
2770,0.91623
2771,0.61179
2778,0.94067
2779,0.03901
2780,0.42782
2781,0.5295
2783,0.09442
2787,0.05563
2789,0.12687
2793,0.88602
2795,0.00464
2796,0.68751
2797,0.09295
2798,0.00117
2799,0.70493
2800,0.80066
2802,0.51924
2804,0.9536
2805,0.8008
2807,0.98357
2809,0.34205
2811,0.36543
2815,0.98956
2816,0.16523
2817,0.07705
2821,0.91412
2823,0.94293
2831,0.0181
2832,0.24215
2833,0.99983
2835,0.34305
2836,0.37637
2837,0.95924
2841,0.99769
2842,0.99203
2845,0.88627
2846,0.22792
2847,0.90656
2848,0.01113
2850,0.95177
2851,0.93616
2852,0.05016
2854,0.75093
2855,0.39793
2858,0.94026
2861,0.1394
2863,0.4992
2865,0.43072
2869,0.00215
2870,0.88504
2871,0.9877
2875,0.36332
2878,0.95916
2879,0.99492
2880,0.06923
2881,0.96422
2883,0.01297
2885,0.6665
2887,0.80256
2889,0.02878
2891,0.86243
2892,0.98772
2893,0.74477
2894,7e-05
2895,0.66793
2896,0.98819
2898,0.98601
2899,0.98778
2904,0.64194
2908,0.00108
2911,0.06611
2912,0.92085
2914,0.03943
2915,0.65905
2916,0.12643
2921,0.00353
2923,0.00026
2924,0.76673
2925,0.01573
2926,0.9739
2928,1.0
2929,0.97719
2930,0.44789
2931,0.99482
2932,0.9966
2933,0.10397
2937,0.99776
2938,0.00881
2945,0.00733
2946,0.01812
2949,0.69478
2950,0.99986
2953,0.00459
2955,0.6257
2959,0.01016
2960,0.08212
2961,0.99761
2965,0.75095
2968,0.90706
2972,0.96375
2973,0.97225
2976,0.03224
2980,0.00646
2981,0.97735
2982,7e-05
2984,0.9963
2986,0.91176
2991,0.99204
2992,0.74095
2993,0.81329
2994,0.88697
2995,0.9987
2997,0.10339
2998,0.00618
2999,0.7694
3002,0.94946
3003,0.97549
3006,0.00084
3008,0.94922
3010,0.00086
3012,0.29248
3013,0.96501
3014,0.2096
3015,0.06681
3018,0.04271
3019,0.0585
3024,0.22325
3025,0.87923
3026,0.59479
3027,0.13566
3028,0.93576
3031,0.84648
3035,0.94666
3036,0.00036
3037,0.00208
3039,0.97304
3043,0.96066
3044,0.0305
3045,0.96284
3046,0.48769
3047,0.82435
3049,0.491
3054,0.78515
3056,0.03426
3057,0.9987
3058,0.99332
3060,0.9131
3062,0.01768
3066,0.78765
3067,0.03063
3068,0.72269
3069,0.73711
3070,0.87895
3071,0.99878
3072,0.57967
3073,0.99976
3077,0.98001
3080,0.00681
3081,4e-05
3083,0.55982
3085,0.4645
3089,0.88722
3093,0.00482
3094,0.04966
3095,0.99668
3096,0.47683
3097,0.81883
3099,0.03908
3103,0.99399
3104,0.92997
3105,0.00547
3106,0.96566
3108,0.0244
3114,0.97539
3116,0.01414
3117,0.9268
3119,0.99267
3123,0.89278
3124,0.99222
3125,0.58105
3127,0.44334
3128,0.09811
3129,0.58522
3134,0.03894
3137,0.73476
3140,0.09157
3141,0.04365
3143,0.62278
3144,0.21243
3145,0.45662
3146,0.7236
3147,0.9954
3148,0.99774
3150,0.99413
3151,0.92295
3152,0.03865
3153,0.50308
3155,0.60911
3157,0.92558
3161,0.92385
3162,2e-05
3165,0.20152
3166,0.00073
3168,0.94157
3171,0.86862
3174,0.99894
3175,0.34238
3176,0.92784
3177,0.3341
3179,0.00679
3180,0.02077
3182,0.01424
3185,0.93349
3186,0.86699
3187,0.86229
3188,9e-05
3189,0.95105
3190,0.03709
3191,0.83796
3192,6e-05
3193,0.49478
3195,0.14333
3200,0.99974
3201,0.09929
3202,0.9787
3204,0.67638
3206,0.04901
3208,0.1633
3209,0.01864
3212,0.94849
3213,0.06551
3214,0.55199
3216,0.97734
3220,0.57004
3223,0.69717
3227,0.49728
3232,0.27983
3235,0.35427
3236,0.01477
3237,0.93347
3240,0.00227
3241,0.99035
3244,0.97823
3245,0.31757
3247,0.94686
3248,0.84392
3250,0.93079
3257,0.00664
3260,0.06563
3261,7e-05
3262,0.03761
3265,0.9579
3268,0.65045
3269,0.97867
3271,0.01463
3272,0.94899
3273,0.745
3275,0.00905
3280,0.1368
3282,0.98941
3284,0.00264
3285,0.01008
3286,0.00014
3287,0.81987
3288,0.04032
3289,0.00095
3290,0.98206
3292,0.00912
3293,0.07927
3295,0.00068
3297,0.00737
3300,0.88007
3301,0.59887
3304,0.00244
3305,0.02981
3307,0.08468
3308,0.07471
3311,0.97769
3315,0.97064
3318,0.89042
3319,0.99596
3322,0.9294
3326,0.00836
3327,0.92096
3330,0.00108
3332,0.09253
3333,0.00877
3335,0.00186
3337,0.00101
3338,0.99293
3339,0.95527
3340,0.05563
3341,0.9452
3343,0.95538
3344,0.85318
3345,0.87398
3348,0.00938
3349,0.9778
3351,0.85252
3357,0.05246
3358,0.68868
3359,0.96833
3363,0.09819
3370,0.0009
3371,0.99774
3373,0.00191
3377,0.97469
3381,0.00068
3383,0.35394
3384,0.01077
3386,0.00547
3387,0.09456
3388,0.55747
3392,0.88034
3396,0.18777
3397,0.24605
3398,0.7614
3399,0.09342
3400,0.00299
3402,0.87323
3404,0.98671
3405,0.16455
3406,0.02724
3412,0.79585
3416,0.07915
3419,0.85002
3422,0.91511
3423,0.2858
3426,0.37262
3433,0.41315
3434,0.09261
3438,0.97467
3441,0.96199
3443,0.88751
3445,0.73849
3446,0.48605
3447,0.00028
3448,0.00525
3451,0.03097
3452,0.97168
3454,0.38966
3455,0.02815
3457,0.00075
3458,0.00033
3460,0.07586
3463,0.10516
3464,0.88715
3466,0.0091
3467,0.63598
3468,0.25569
3469,0.08532
3472,0.00188
3474,0.97927
3475,0.38554
3477,0.61587
3478,0.98768
3482,0.0357
3483,0.48684
3485,0.03952
3487,0.8588
3488,0.06579
3489,0.99993
3490,0.14899
3491,0.05599
3492,0.89353
3494,0.85321
3497,0.01898
3498,0.07885
3500,0.99955
3502,0.87651
3503,0.38199
3505,0.77486
3507,0.80253
3508,0.00011
3509,0.15231
3511,0.02103
3512,0.92651
3514,0.12728
3517,0.02427
3519,0.99601
3520,0.20797
3524,0.00307
3527,0.50814
3532,0.99545
3533,0.05959
3535,0.71579
3536,0.699
3537,0.00179
3538,0.97897
3539,0.00878
3541,0.38139
3543,0.92341
3545,0.09868
3546,0.0291
3551,0.98315
3553,0.99843
3554,0.43292
3555,0.01193
3556,0.98418
3558,0.94124
3559,0.21882
3561,0.99555
3564,0.992
3565,0.37546
3567,0.00042
3572,0.91129
3575,0.09547
3576,0.00059
3577,0.95539
3579,0.94763
3580,0.04583
3581,0.0006
3582,0.33613
3583,0.06489
3584,0.16299
3585,0.00177
3586,0.93621
3587,0.71444
3590,0.97248
3592,0.01698
3593,0.00035
3595,0.92624
3597,0.69028
3599,0.99769
